,Date,Timestamp,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,optimism,ethereum-staking,Total,staking,optimism,ethereum-staking,Total,staking,optimism,ethereum-staking,Total,staking
,,,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens
,,,,,,,USDC,PERP,USDC,PERP,USDC,PERP,USDC,PERP
,02/02/2022,1643760000,10781733.031093,205445150.98610735,31340290.589681,205445150.98610735,10781733.031093,205445150.98610735,31340290.589681,205445150.98610735,10781733.031093,32000802.334284633,31340290.589681,32000802.334284633
,03/02/2022,1643846400,10780779.954105,190722645.3768522,30683938.616174996,190722645.3768522,10780779.954105,190722645.3768522,30683938.616174996,190722645.3768522,10780779.954105,32000443.855176546,30683938.616174996,32000443.855176546
,04/02/2022,1643932800,10780676.89019,192623712.13282323,30236557.027150996,192623712.13282323,10780676.89019,192623712.13282323,30236557.027150996,192623712.13282323,10780676.89019,31997294.37422313,30236557.027150996,31997294.37422313
,05/02/2022,1644019200,10893206.384903401,203173294.27631688,30441781.657601133,203173294.27631688,10893206.384903401,203173294.27631688,30441781.657601133,203173294.27631688,10785352.85634,31995794.37422313,30140377.878813,31995794.37422313
,06/02/2022,1644105600,11206473.730627,207570571.15188107,30774648.254453,207570571.15188107,11206473.730627,207570571.15188107,30774648.254453,207570571.15188107,11206473.730627,32032495.548129793,30774648.254453,32032495.548129793
,07/02/2022,1644192000,11027036.604887,206596816.00066867,30048981.301880002,206596816.00066867,11027036.604887,206596816.00066867,30048981.301880002,206596816.00066867,11027036.604887,32030514.108630802,30048981.301880002,32030514.108630802
,08/02/2022,1644278400,11051450.180739004,191677067.84728804,29851951.357834466,191677067.84728804,11051450.180739004,191677067.84728804,29851951.357834466,191677067.84728804,11051693.317992,29534216.925622195,29852608.115213,29534216.925622195
,09/02/2022,1644364800,11092272.259824,195033221.74429965,29701401.538118,195033221.74429965,11092272.259824,195033221.74429965,29701401.538118,195033221.74429965,11092272.259824,29505782.412148207,29701401.538118,29505782.412148207
,10/02/2022,1644451200,11261647.128997,197608089.9051906,29291419.513051003,197608089.9051906,11261647.128997,197608089.9051906,29291419.513051003,197608089.9051906,11261647.128997,29493744.761968743,29291419.513051003,29493744.761968743
,11/02/2022,1644537600,11353932.313422,188531392.02389634,30014036.383405,188531392.02389634,11353932.313422,188531392.02389634,30014036.383405,188531392.02389634,11353932.313422,29504130.207182527,30014036.383405,29504130.207182527
,12/02/2022,1644624000,11581074.388777299,178826616.68537724,29495401.06795855,178826616.68537724,11581074.388777299,178826616.68537724,29495401.06795855,178826616.68537724,11586102.757374,29509342.687355984,29508207.63007,29509342.687355984
,13/02/2022,1644710400,11631771.445880584,181482835.25463778,29355743.403133143,181482835.25463778,11631771.445880584,181482835.25463778,29355743.403133143,181482835.25463778,11620151.294586,29509404.106445163,29326416.986146998,29509404.106445163
,14/02/2022,1644796800,11725985.990530746,184039004.28918546,29446672.62633033,184039004.28918546,11725985.990530746,184039004.28918546,29446672.62633033,184039004.28918546,11702580.828873,29493430.17454895,29387896.832664996,29493430.17454895
,15/02/2022,1644883200,11679405.927618427,196184367.21571198,28885972.743056424,196184367.21571198,11679405.927618427,196184367.21571198,28885972.743056424,196184367.21571198,11667738.189429,31289372.761676554,28857115.627429,31289372.761676554
,16/02/2022,1644969600,11776414.119778307,201822381.80033755,28904121.6481067,201822381.80033755,11776414.119778307,201822381.80033755,28904121.6481067,201822381.80033755,11764649.470308,31290291.75199032,28875246.401704997,31290291.75199032
,17/02/2022,1645056000,12086459.608388,200889477.87696767,29255231.744404,200889477.87696767,12086459.608388,200889477.87696767,29255231.744404,200889477.87696767,12086459.608388,31291195.930991847,29255231.744404,31291195.930991847
,18/02/2022,1645142400,12430999.453346105,188209286.10911337,29568863.282805547,188209286.10911337,12430999.453346105,188209286.10911337,29568863.282805547,188209286.10911337,12435252.309636,31368214.351518895,29578979.293724,31368214.351518895
,19/02/2022,1645228800,14162500.252707805,184106043.11799023,32426214.717025127,184106043.11799023,14162500.252707805,184106043.11799023,32426214.717025127,184106043.11799023,14148351.900807,31363891.502212986,32393820.896129,31363891.502212986
,20/02/2022,1645315200,14204397.048522212,182228643.13822913,31929817.80719585,182228643.13822913,14204397.048522212,182228643.13822913,31929817.80719585,182228643.13822913,14176044.958605,31364654.58489314,31866085.635924004,31364654.58489314
,21/02/2022,1645401600,14201263.952169,185111392.00559956,32907079.88007,185111392.00559956,14201263.952169,185111392.00559956,32907079.88007,185111392.00559956,14201263.952169,31535160.477955632,32907079.88007,31535160.477955632
,22/02/2022,1645488000,17468916.844452918,166393973.9931176,36126939.50822306,166393973.9931176,17468916.844452918,166393973.9931176,36126939.50822306,166393973.9931176,17434048.746959,31514010.22596924,36054829.848526,31514010.22596924
,23/02/2022,1645574400,18014466.01863268,172694493.65758502,35473830.384491235,172694493.65758502,18014466.01863268,172694493.65758502,35473830.384491235,172694493.65758502,18019475.432803,32039794.74166698,35483694.85166,32039794.74166698
,24/02/2022,1645660800,17623754.76711,167588049.2333766,35766167.162038,167588049.2333766,17623754.76711,167588049.2333766,35766167.162038,167588049.2333766,17623754.76711,31034823.932106774,35766167.162038,31034823.932106774
,25/02/2022,1645747200,17536246.875283133,157082548.64564955,35010497.03923871,157082548.64564955,17536246.875283133,157082548.64564955,35010497.03923871,157082548.64564955,17518728.147136,31416509.72912991,34975521.517721,31416509.72912991
,26/02/2022,1645833600,17675330.83276897,159944691.45283115,34558514.969364256,159944691.45283115,17675330.83276897,159944691.45283115,34558514.969364256,159944691.45283115,17697541.247034,31423318.55654836,34601940.404571995,31423318.55654836
,27/02/2022,1645920000,16704294.740693558,157440248.72997576,34407886.92981039,157440248.72997576,16704294.740693558,157440248.72997576,34407886.92981039,157440248.72997576,16687607.13356,31425199.34730055,34373513.416394,31425199.34730055
,28/02/2022,1646006400,16709669.008492481,137382871.28689438,34317471.79392947,137382871.28689438,16709669.008492481,137382871.28689438,34317471.79392947,137382871.28689438,16676316.375741,30394440.550197877,34248973.846237,30394440.550197877
,01/03/2022,1646092800,16639547.92851959,143462844.8461061,34119774.2413034,143462844.8461061,16639547.92851959,143462844.8461061,34119774.2413034,143462844.8461061,16642526.940842,30394670.518242825,34125882.77432,30394670.518242825
,02/03/2022,1646179200,16798456.95681153,137629960.96724,33481898.463346332,137629960.96724,16798456.95681153,137629960.96724,33481898.463346332,137629960.96724,16781675.28153,30381889.838242825,33448450.013333,30381889.838242825
,03/03/2022,1646265600,16731990.012771169,137095022.43391323,33887306.64203527,137095022.43391323,16731990.012771169,137095022.43391323,33887306.64203527,137095022.43391323,16739573.039358,30533412.56880027,33902664.549076,30533412.56880027
,04/03/2022,1646352000,16784528.246211726,131503643.91469063,34305019.282449916,131503643.91469063,16784528.246211726,131503643.91469063,34305019.282449916,131503643.91469063,16767760.485726,30511286.291111518,34270748.533916004,30511286.291111518
,05/03/2022,1646438400,16793867.12155252,121197105.03981715,35483650.33782869,121197105.03981715,16793867.12155252,121197105.03981715,35483650.33782869,121197105.03981715,16777090.031521,30528238.04529399,35448202.135693,30528238.04529399
,06/03/2022,1646524800,16477289.873033987,125161234.02450779,34015791.14136002,125161234.02450779,16477289.873033987,125161234.02450779,34015791.14136002,125161234.02450779,16460829.04399,30527130.249879953,33981809.332028,30527130.249879953
,07/03/2022,1646611200,16640938.831128646,119057489.0960518,35513640.50346554,119057489.0960518,16640938.831128646,119057489.0960518,35513640.50346554,119057489.0960518,16641537.926494,30527561.30667995,35514919.040551,30527561.30667995
,08/03/2022,1646697600,16579532.189953731,117587498.18226096,35241326.77412246,117587498.18226096,16579532.189953731,117587498.18226096,35241326.77412246,117587498.18226096,16562969.220733,30463082.430637557,35206120.653469,30463082.430637557
,09/03/2022,1646784000,16634094.062187,119473887.71957797,34223850.354282,119473887.71957797,16634094.062187,119473887.71957797,34223850.354282,119473887.71957797,16634094.062187,30478032.581524994,34223850.354282,30478032.581524994
,10/03/2022,1646870400,17515125.345799234,122227565.57465492,34871337.28025907,122227565.57465492,17515125.345799234,122227565.57465492,34871337.28025907,122227565.57465492,17535273.374907,30480689.669490006,34911450.536926,30480689.669490006
,11/03/2022,1646956800,17432568.807728354,118384070.31166004,34886284.41060202,118384070.31166004,17432568.807728354,118384070.31166004,34886284.41060202,118384070.31166004,17442528.491497,30511358.327747434,34906215.859858,30511358.327747434
,12/03/2022,1647043200,17380315.22076,121940019.71848229,35194833.274678,121940019.71848229,17380315.22076,121940019.71848229,35194833.274678,121940019.71848229,17380315.22076,30561408.450747438,35194833.274678,30561408.450747438
,13/03/2022,1647129600,17794680.39177831,122886803.5974393,35653202.110900275,122886803.5974393,17794680.39177831,122886803.5974393,35653202.110900275,122886803.5974393,17798667.293252,30568856.616278436,35661190.217509,30568856.616278436
,14/03/2022,1647216000,17755243.82037396,119505463.37476403,35860640.816210166,119505463.37476403,17755243.82037396,119505463.37476403,35860640.816210166,119505463.37476403,17756682.111625,30564057.12909566,35863545.763417006,30564057.12909566
,15/03/2022,1647302400,17584021.558077,115805880.82609363,34994770.395966,115805880.82609363,17584021.558077,115805880.82609363,34994770.395966,115805880.82609363,17584021.558077,30555641.378916524,34994770.395966,30555641.378916524
,16/03/2022,1647388800,17551330.936321307,115686004.78743601,34868717.520530336,115686004.78743601,17551330.936321307,115686004.78743601,34868717.520530336,115686004.78743601,17586098.653359,30604763.171279367,34937789.530432,30604763.171279367
,17/03/2022,1647475200,17579656.027929,118074348.98629346,34629714.900381,118074348.98629346,17579656.027929,118074348.98629346,34629714.900381,118074348.98629346,17579656.027929,30589209.581941314,34629714.900381,30589209.581941314
,18/03/2022,1647561600,17538960.578481723,119583581.24379952,34792237.1250395,119583581.24379952,17538960.578481723,119583581.24379952,34792237.1250395,119583581.24379952,17545557.70818,30584036.123733893,34805323.926836,30584036.123733893
,19/03/2022,1647648000,19597151.49025539,124861142.21502346,35784057.869328454,124861142.21502346,19597151.49025539,124861142.21502346,35784057.869328454,124861142.21502346,19598229.392872,30603221.1311332,35786026.100764,30603221.1311332
,20/03/2022,1647734400,19784377.23874944,127311265.66551411,35876473.842340305,127311265.66551411,19784377.23874944,127311265.66551411,35876473.842340305,127311265.66551411,19800831.729917,30603669.6311332,35906311.987602,30603669.6311332
,21/03/2022,1647820800,19822515.785994,123032887.11435807,35914135.96704,123032887.11435807,19822515.785994,123032887.11435807,35914135.96704,123032887.11435807,19822515.785994,30605195.799591564,35914135.96704,30605195.799591564
,22/03/2022,1647907200,19896026.935889784,126105775.59626906,35763792.303995594,126105775.59626906,19896026.935889784,126105775.59626906,35763792.303995594,126105775.59626906,19913371.482451,30757506.242992457,35794969.722624004,30757506.242992457
,23/03/2022,1647993600,20209603.426846,127636868.24779868,35798839.310206,127636868.24779868,20209603.426846,127636868.24779868,35798839.310206,127636868.24779868,20209603.426846,30755871.86693944,35798839.310206,30755871.86693944
,24/03/2022,1648080000,25280478.755426,135312083.96746826,41128488.261548,135312083.96746826,25280478.755426,135312083.96746826,41128488.261548,135312083.96746826,25280478.755426,30752746.356242787,41128488.261548,30752746.356242787
,25/03/2022,1648166400,30906801.142011676,145118869.47809866,46795242.6925579,145118869.47809866,30906801.142011676,145118869.47809866,46795242.6925579,145118869.47809866,30933094.272143,30745523.19451243,46835052.487172,30745523.19451243
,26/03/2022,1648252800,30617994.664132413,147864502.08053017,46040076.67812818,147864502.08053017,30617994.664132413,147864502.08053017,46040076.67812818,147864502.08053017,30714592.056149,30741060.72360295,46185329.539529994,30741060.72360295
,27/03/2022,1648339200,30749009.15193692,149766816.2246098,46044709.706243925,149766816.2246098,30749009.15193692,149766816.2246098,46044709.706243925,149766816.2246098,30764822.270584,30752939.67651125,46068388.858117,30752939.67651125
,28/03/2022,1648425600,30779277.94568,153084095.09598467,46238161.71283,153084095.09598467,30779277.94568,153084095.09598467,46238161.71283,153084095.09598467,30779277.94568,30739778.13172383,46238161.71283,30739778.13172383
,29/03/2022,1648512000,30717555.46063172,147468534.45889574,46812481.257395685,147468534.45889574,30717555.46063172,147468534.45889574,46812481.257395685,147468534.45889574,30738826.728728,30722611.34560328,46844897.926761,30722611.34560328
,30/03/2022,1648598400,30820592.949103,152856371.1290495,47247203.755856,152856371.1290495,30820592.949103,152856371.1290495,47247203.755856,152856371.1290495,30820592.949103,30817816.759889014,47247203.755856,30817816.759889014
,31/03/2022,1648684800,31016929.572169602,156996471.13416454,48887181.21215564,156996471.13416454,31016929.572169602,156996471.13416454,48887181.21215564,156996471.13416454,30862616.489721,30544060.531938627,48643961.40513,30544060.531938627
,01/04/2022,1648771200,30942670.248785,156096239.56646433,48470872.099563,156096239.56646433,30942670.248785,156096239.56646433,48470872.099563,156096239.56646433,30942670.248785,30547209.308505736,48470872.099563,30547209.308505736
,02/04/2022,1648857600,31324751.379076358,162194129.9412536,50746836.088918254,162194129.9412536,31324751.379076358,162194129.9412536,50746836.088918254,162194129.9412536,31137923.83606,30545033.887241736,50444171.062543,30545033.887241736
,03/04/2022,1648944000,31081849.17929812,162491108.32831478,50057410.52243599,162491108.32831478,31081849.17929812,162491108.32831478,50057410.52243599,162491108.32831478,31098673.561695,30543441.41509676,50084506.240311995,30543441.41509676
,04/04/2022,1649030400,31130737.701897,160341574.58705983,50074464.15079,160341574.58705983,31130737.701897,160341574.58705983,50074464.15079,160341574.58705983,31130737.701897,30541252.30229711,50074464.15079,30541252.30229711
,05/04/2022,1649116800,34083699.65745017,154187643.11864737,51660395.39114069,154187643.11864737,34083699.65745017,154187643.11864737,51660395.39114069,154187643.11864737,34114948.950689,31338951.853383612,51707759.699025005,31338951.853383612
,06/04/2022,1649203200,39860980.83843951,147278647.54958197,57853771.44999105,147278647.54958197,39860980.83843951,147278647.54958197,57853771.44999105,147278647.54958197,39911229.075846,31335882.45735787,57926701.16676,31335882.45735787
,07/04/2022,1649289600,40154108.72112315,147431663.52995703,55806905.42600872,147431663.52995703,40154108.72112315,147431663.52995703,55806905.42600872,147431663.52995703,40305577.079789,31368439.048927028,56017418.88618299,31368439.048927028
,08/04/2022,1649376000,40472312.150701,139858555.1983272,56271643.90162,139858555.1983272,40472312.150701,139858555.1983272,56271643.90162,139858555.1983272,40472312.150701,30338081.38792347,56271643.90162,30338081.38792347
,09/04/2022,1649462400,41658742.23753903,138900689.4815264,56942423.379114985,138900689.4815264,41658742.23753903,138900689.4815264,56942423.379114985,138900689.4815264,41728052.532796,30730241.03573593,57037162.105372004,30730241.03573593
,10/04/2022,1649548800,41598824.168486804,139698106.12401098,56812888.17564855,139698106.12401098,41598824.168486804,139698106.12401098,56812888.17564855,139698106.12401098,41715544.26133,30770507.95683061,56972296.661708,30770507.95683061
,11/04/2022,1649635200,41551675.65737958,138747935.33999535,56618936.95568985,138747935.33999535,41551675.65737958,138747935.33999535,56618936.95568985,138747935.33999535,41736568.656528,30764508.9445666,56870874.931637004,30764508.9445666
,12/04/2022,1649721600,41453470.43719152,119547939.05234529,55395389.203444526,119547939.05234529,41453470.43719152,119547939.05234529,55395389.203444526,119547939.05234529,41558072.104679,29445305.185306724,55535171.22942901,29445305.185306724
,13/04/2022,1649808000,41240517.24660423,122795399.70044993,54591050.548603915,122795399.70044993,41240517.24660423,122795399.70044993,54591050.548603915,122795399.70044993,41403356.648302,29447338.057661854,54806604.925776996,29447338.057661854
,14/04/2022,1649894400,41452320.822807334,125741562.37579322,54754108.80052686,125741562.37579322,41452320.822807334,125741562.37579322,54754108.80052686,125741562.37579322,41520247.948451,29447672.6875394,54843833.311825,29447672.6875394
,15/04/2022,1649980800,41486828.06256417,117193217.95792119,54906831.02748466,117193217.95792119,41486828.06256417,117193217.95792119,54906831.02748466,117193217.95792119,41502059.318334,29445532.150231455,54926989.232533,29445532.150231455
,16/04/2022,1650067200,41675937.15591505,117800762.87642491,55053161.08732639,117800762.87642491,41675937.15591505,117800762.87642491,55053161.08732639,117800762.87642491,41634302.853062,29450190.719106227,54998162.924402,29450190.719106227
,17/04/2022,1650153600,41620127.297760084,117509245.81187196,55050455.17460449,117509245.81187196,41620127.297760084,117509245.81187196,55050455.17460449,117509245.81187196,41673218.978739,29450938.799967907,55120678.919548005,29450938.799967907
,18/04/2022,1650240000,40899826.49143916,116920835.8390779,54631567.3839666,116920835.8390779,40899826.49143916,116920835.8390779,54631567.3839666,116920835.8390779,40906166.947316,29451092.150901236,54640036.589637995,29451092.150901236
,19/04/2022,1650326400,40854396.07362025,117111837.87356018,53838245.7985366,117111837.87356018,40854396.07362025,117111837.87356018,53838245.7985366,117111837.87356018,40881377.782957,29425084.892854314,53873802.508192,29425084.892854314
,20/04/2022,1650412800,41050206.37914196,120619900.03321384,54395883.28639865,120619900.03321384,41050206.37914196,120619900.03321384,54395883.28639865,120619900.03321384,41009197.18196,29419487.812978987,54341541.744654,29419487.812978987
,21/04/2022,1650499200,41079871.311700284,134189905.56356025,54876206.29844378,134189905.56356025,41079871.311700284,134189905.56356025,54876206.29844378,134189905.56356025,41113749.04091,29363217.84760618,54921461.582788,29363217.84760618
,22/04/2022,1650585600,41387994.313335,134177316.7564056,55488000.374652,134177316.7564056,41387994.313335,134177316.7564056,55488000.374652,134177316.7564056,41387994.313335,29360463.185209103,55488000.374652,29360463.185209103
,23/04/2022,1650672000,41434531.21036385,127778146.40517794,55325389.002754495,127778146.40517794,41434531.21036385,127778146.40517794,55325389.002754495,127778146.40517794,41440249.964859,29306914.313114204,55333024.960199,29306914.313114204
,24/04/2022,1650758400,41387058.841352,127209625.18588017,55540843.268112004,127209625.18588017,41387058.841352,127209625.18588017,55540843.268112004,127209625.18588017,41387058.841352,29310973.54513368,55540843.268112004,29310973.54513368
,25/04/2022,1650844800,41400938.755839884,119865675.17459674,55635712.70188529,119865675.17459674,41400938.755839884,119865675.17459674,55635712.70188529,119865675.17459674,41401849.596531,29307011.04513368,55636936.71449301,29307011.04513368
,26/04/2022,1650931200,41257130.36333108,117097437.33196276,55289011.1029709,117097437.33196276,41257130.36333108,117097437.33196276,55289011.1029709,117097437.33196276,41288840.192599,29274359.33299069,55331505.699348,29274359.33299069
,27/04/2022,1651017600,40477888.778902166,106772658.09771048,53745965.380315796,106772658.09771048,40477888.778902166,106772658.09771048,53745965.380315796,106772658.09771048,40576123.574075,29333147.82904134,53876400.145067,29333147.82904134
,28/04/2022,1651104000,40709487.2433935,109407854.11923765,53685901.243978895,109407854.11923765,40709487.2433935,109407854.11923765,53685901.243978895,109407854.11923765,40806361.545703,29331864.375130735,53813654.860618,29331864.375130735
,29/04/2022,1651190400,40818991.05057845,109120675.36709985,53922143.813819975,109120675.36709985,40818991.05057845,109120675.36709985,53922143.813819975,109120675.36709985,40875112.580151,29333514.88362899,53996280.707231,29333514.88362899
,30/04/2022,1651276800,41183416.00348938,98853945.1578297,53611635.8392986,98853945.1578297,41183416.00348938,98853945.1578297,53611635.8392986,98853945.1578297,41271902.963443,29333514.88362899,53726826.15457401,29333514.88362899
,01/05/2022,1651363200,40904900.389083534,90932147.27246374,52503120.41287865,90932147.27246374,40904900.389083534,90932147.27246374,52503120.41287865,90932147.27246374,40989050.910603,29332950.73305282,52611131.064955,29332950.73305282
,02/05/2022,1651449600,40701410.43112624,95345137.17281038,51227456.53858441,95345137.17281038,40701410.43112624,95345137.17281038,51227456.53858441,95345137.17281038,40761492.871619,29336965.283941653,51303077.274487,29336965.283941653
,03/05/2022,1651536000,39569710.29146127,94480591.99348812,49615808.30020036,94480591.99348812,39569710.29146127,94480591.99348812,49615808.30020036,94480591.99348812,39639396.350245,29341798.755741652,49703186.502071,29341798.755741652
,04/05/2022,1651622400,39694768.354563944,78905125.3211033,49408149.99064565,78905125.3211033,39694768.354563944,78905125.3211033,49408149.99064565,78905125.3211033,39775990.928039,27115163.340585325,49509247.874806,27115163.340585325
,05/05/2022,1651708800,39985345.319146,81345490.02175598,49855298.388878,81345490.02175598,39985345.319146,81345490.02175598,49855298.388878,81345490.02175598,39985345.319146,27115163.340585325,49855298.388878,27115163.340585325
,06/05/2022,1651795200,32388254.687168267,66170883.34623328,41352836.2206763,66170883.34623328,32388254.687168267,66170883.34623328,41352836.2206763,66170883.34623328,32461194.992316,27119214.48616118,41445965.304716,27119214.48616118
,07/05/2022,1651881600,32126542.861473124,64600246.49688468,40691864.33675547,64600246.49688468,32126542.861473124,64600246.49688468,40691864.33675547,64600246.49688468,32213874.675719,27029391.839700703,40802479.859655,27029391.839700703
,08/05/2022,1651968000,32187043.745878708,59459761.79684101,40610837.79728655,59459761.79684101,32187043.745878708,59459761.79684101,40610837.79728655,59459761.79684101,32223617.5518,27027164.453109547,40656983.473529,27027164.453109547
,09/05/2022,1652054400,32218087.295677412,60021674.16482953,40849910.080628924,60021674.16482953,32218087.295677412,60021674.16482953,40849910.080628924,60021674.16482953,32153779.736205,27036790.164337624,40768373.333961,27036790.164337624
,10/05/2022,1652140800,32262744.39529641,50827125.798285864,40445704.919574946,50827125.798285864,32262744.39529641,50827125.798285864,40445704.919574946,50827125.798285864,32230513.881415,27035705.211854186,40405299.619954996,27035705.211854186
,11/05/2022,1652227200,31979531.932109,50020587.131863415,38365324.442756,50020587.131863415,31979531.932109,50020587.131863415,38365324.442756,50020587.131863415,31979531.932109,27038155.206412654,38365324.442756,27038155.206412654
,12/05/2022,1652313600,30812663.024984263,37844378.25613591,37731893.08306642,37844378.25613591,30812663.024984263,37844378.25613591,37731893.08306642,37844378.25613591,30720501.520423,27031698.754382793,37619035.975141,27031698.754382793
,13/05/2022,1652400000,31187865.8523442,31712689.21032744,35392090.81345528,31712689.21032744,31187865.8523442,31712689.21032744,35392090.81345528,31712689.21032744,31032702.340641,26208834.058121853,35216010.759656996,26208834.058121853
,14/05/2022,1652486400,31078633.780162737,33285323.218316115,34446485.517374754,33285323.218316115,31078633.780162737,33285323.218316115,34446485.517374754,33285323.218316115,30985676.749913,26208915.91993395,34343455.151919,26208915.91993395
,15/05/2022,1652572800,31165614.097834464,34344297.02625195,38334251.371834,34344297.02625195,31165614.097834464,34344297.02625195,38334251.371834,34344297.02625195,31041448.304616,26217020.63072668,38181525.270751,26217020.63072668
,16/05/2022,1652659200,31148746.37839242,35110070.7788252,37367922.30311276,35110070.7788252,31148746.37839242,35110070.7788252,37367922.30311276,35110070.7788252,31055579.639474,26201545.357332237,37256153.841588,26201545.357332237
,17/05/2022,1652745600,30701114.69529136,25587219.91614345,36410491.87734699,25587219.91614345,30701114.69529136,25587219.91614345,36410491.87734699,25587219.91614345,30609286.834787,22845732.06798522,36301587.115999,22845732.06798522
,18/05/2022,1652832000,31193760.60450758,28107864.67727847,36897445.486282006,28107864.67727847,31193760.60450758,28107864.67727847,36897445.486282006,28107864.67727847,31131497.609289,23820224.302778367,36823797.890501,23820224.302778367
,19/05/2022,1652918400,31145566.76393498,25083187.57918306,36854943.945990615,25083187.57918306,31145566.76393498,25083187.57918306,36854943.945990615,25083187.57918306,31052409.535329,23911522.954416648,36744709.816541,23911522.954416648
,20/05/2022,1653004800,31190746.091096718,26777556.103313148,36900123.27315235,26777556.103313148,31190746.091096718,26777556.103313148,36900123.27315235,26777556.103313148,31097453.729907,23908532.23510102,36789754.011119,23908532.23510102
,21/05/2022,1653091200,31743303.942023832,27340829.742452852,37446988.823798254,27340829.742452852,31743303.942023832,27340829.742452852,37446988.823798254,27340829.742452852,31679944.053916,25576080.208094344,37372244.335128,25576080.208094344
,22/05/2022,1653177600,31787951.092923492,29420783.608027257,37491635.97469792,29420783.608027257,31787951.092923492,29420783.608027257,37491635.97469792,29420783.608027257,31724502.088746,25583290.09393675,37416802.369958,25583290.09393675
,23/05/2022,1653264000,31930473.353603713,30446730.49745403,37634158.23537814,30446730.49745403,31930473.353603713,30446730.49745403,37634158.23537814,30446730.49745403,31866739.873856,25585487.81298658,37559040.155068,25585487.81298658
,24/05/2022,1653350400,32031659.830695864,36589497.80678631,37735344.712470286,36589497.80678631,32031659.830695864,36589497.80678631,37735344.712470286,36589497.80678631,31967724.381932,25587061.403347075,37660024.663144,25587061.403347075
,25/05/2022,1653436800,32069048.102231134,36315341.30581167,37767040.683724344,36315341.30581167,32069048.102231134,36315341.30581167,37767040.683724344,36315341.30581167,32037011.09114,25755561.209795516,37729311.372352,25755561.209795516
,26/05/2022,1653523200,31924002.805079,33479391.42208164,37616303.086291,33479391.42208164,31924002.805079,33479391.42208164,37616303.086291,33479391.42208164,31924002.805079,25753378.01698588,37616303.086291,25753378.01698588
,27/05/2022,1653609600,31912555.71819637,28615519.158028208,37633317.50081443,28615519.158028208,31912555.71819637,28615519.158028208,37633317.50081443,28615519.158028208,31753786.784275,25549570.676810898,37446087.065487,25549570.676810898
,28/05/2022,1653696000,31891076.614456058,27261391.912157226,37589069.19594927,27261391.912157226,31891076.614456058,27261391.912157226,37589069.19594927,27261391.912157226,31859217.397059,25549570.676810898,37551517.678271,25549570.676810898
,29/05/2022,1653782400,31967698.221350268,30897417.300975896,37677075.403405905,30897417.300975896,31967698.221350268,30897417.300975896,37677075.403405905,30897417.300975896,31872081.975424,25535055.62064124,37564382.256636,25535055.62064124
,30/05/2022,1653868800,32063988.310820304,31593720.268157993,37767673.19259473,31593720.268157993,32063988.310820304,31593720.268157993,37767673.19259473,31593720.268157993,31999988.334152,25685951.437526822,37692288.615364,25685951.437526822
,31/05/2022,1653955200,32219138.618108377,34162430.192166135,37922823.4998828,34162430.192166135,32219138.618108377,34162430.192166135,37922823.4998828,34162430.192166135,32154828.960188,25686037.738470778,37847129.2414,25686037.738470778
,01/06/2022,1654041600,32162252.63508457,35459611.66048386,32162252.63508457,35459611.66048386,32162252.63508457,35459611.66048386,32162252.63508457,35459611.66048386,32130122.512572,25695370.768466566,32130122.512572,25695370.768466566
,02/06/2022,1654128000,32305838.38350575,32118788.43783077,32305838.38350575,32118788.43783077,32305838.38350575,32118788.43783077,32305838.38350575,32118788.43783077,32209210.751252,25695030.750264615,32209210.751252,25695030.750264615
,03/06/2022,1654214400,31640902.497061107,32886386.465527426,31640902.497061107,32886386.465527426,31640902.497061107,32886386.465527426,31640902.497061107,32886386.465527426,31577747.003055,25692489.4261933,31577747.003055,25692489.4261933
,04/06/2022,1654300800,31679813.207403354,32114361.782741625,31679813.207403354,32114361.782741625,31679813.207403354,32114361.782741625,31679813.207403354,32114361.782741625,31648165.042361,25691489.4261933,31648165.042361,25691489.4261933
,05/06/2022,1654387200,31909813.561568942,32111292.011617705,31909813.561568942,32111292.011617705,31909813.561568942,32111292.011617705,31909813.561568942,32111292.011617705,31877935.625943,25689033.609294165,31877935.625943,25689033.609294165
,06/06/2022,1654473600,31965104.942618843,30841982.384138647,31965104.942618843,30841982.384138647,31965104.942618843,30841982.384138647,31965104.942618843,30841982.384138647,31933171.770848,25701651.986782208,31933171.770848,25701651.986782208
,07/06/2022,1654560000,31859127.04176058,27942493.32236389,31859127.04176058,27942493.32236389,31859127.04176058,27942493.32236389,31859127.04176058,27942493.32236389,31896956.832564,24727870.196782205,31896956.832564,24727870.196782205
,08/06/2022,1654646400,31817550.037071306,27694382.349935684,31817550.037071306,27694382.349935684,31817550.037071306,27694382.349935684,31817550.037071306,27694382.349935684,31879012.773699,24727127.09815686,31879012.773699,24727127.09815686
,09/06/2022,1654732800,32013972.167886704,25811081.851144426,32013972.167886704,25811081.851144426,32013972.167886704,25811081.851144426,32013972.167886704,25811081.851144426,31981990.177709,24327127.09815686,31981990.177709,24327127.09815686
