,Date,Timestamp,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX
,,,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes
,,,bsc,ethereum,arbitrum,Total,bsc,ethereum,arbitrum,Total,Total,Total,Total,Total,Total,Total,bsc,ethereum,arbitrum,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,USDT,WETH,USDT,WETH,COMP,ethereum,LINK,LEND,SNX,USDT,USDT,WETH,USDT,WETH,COMP,ethereum,LINK,LEND,SNX,USDT
,19/06/2020,1592524800,,,,141696.1529607366,,,,141696.1529607366,,,,,,,,,,607.204,,,,,,
,20/06/2020,1592611200,,,,153580.14108138834,,,,153580.14108138834,,,,,,,,,,667.223198642632,,,,,,
,21/06/2020,1592697600,,,,152449.37044687045,,,,152449.37044687045,,,,,,,,,,667.2261986426319,,,,,,
,22/06/2020,1592784000,,,,153291.6702872372,,,,153291.6702872372,,,,,,,,,,667.2261986426319,,,,,,
,23/06/2020,1592870400,,,,241867.99080062364,,,,241867.99080062364,,,,,,,,,,1027.669198642632,,,,,,
,24/06/2020,1592956800,,,,388075.0498367357,,,,388075.0498367357,,,,,,,,,,1601.4661683425738,,,,,,
,25/06/2020,1593043200,,,,367438.61435853236,,,,367438.61435853236,,,,,,,,,,1543.6046691386825,,,,,,
,26/06/2020,1593129600,,,,360840.87154801807,,,,360840.87154801807,,,,,,,,,,1543.6046691386825,,,,,,
,27/06/2020,1593216000,,,,356727.9447133014,,,,356727.9447133014,,,,,,,,,,1545.6046691386825,,,,,,
,28/06/2020,1593302400,,,,354560.22624763934,,,,354560.22624763934,,,,,,,,,,1545.6046691386825,,,,,,
,29/06/2020,1593388800,,,,358260.8651150472,,,,358260.8651150472,,,,,,,,,,1605.0416691386824,,,,,,
,30/06/2020,1593475200,,,,371634.37880087335,,,,371634.37880087335,,,,,,,,,,1663.9266691386827,,,,,,
,01/07/2020,1593561600,,,,381123.93158114917,,,,381123.93158114917,,,,,,,,,,1680.317386354927,,,,,,
,02/07/2020,1593648000,,,,374358.1372151908,,,,374358.1372151908,,,,,,,,,,1643.392853553513,,,,,,
,03/07/2020,1593734400,,,,481381.2968455854,,,,481381.2968455854,,,,,,,,,,2105.9343278423444,,,,,,
,04/07/2020,1593820800,,,,479522.5835462665,,,,479522.5835462665,,,,,,,,,,2117.442355250017,,,,,,
,05/07/2020,1593907200,,,,477608.94359349355,,,,477608.94359349355,,,,,,,,,,2117.442355250017,,,,,,
,06/07/2020,1593993600,,,,482340.05521298206,,,,482340.05521298206,,,,,,,,,,2141.773803607143,,,,,,
,07/07/2020,1594080000,,,,604994.4447934501,,,,604994.4447934501,,,,,,,,,,2594.2159708132285,,,,,,
,08/07/2020,1594166400,,,,743140.8886086827,,,,743140.8886086827,,,,,,,,,,3133.6557285767813,,,,,,
,09/07/2020,1594252800,,,,1458326.5796275255,,,,1458326.5796275255,,,,,,,,,,6017.442731063902,,,,,,
,10/07/2020,1594339200,,,,1779706.6571021273,,,,1779706.6571021273,,,,,,,,,,7249.1933455386725,,,,,,
,11/07/2020,1594425600,,,,1750244.8219250378,,,,1750244.8219250378,,,,,,,,,,7329.137427124468,,,,,,
,12/07/2020,1594512000,,,,1722141.3839671123,,,,1722141.3839671123,,,,,,,,,,7229.191577382075,,,,,,
,13/07/2020,1594598400,,,,1739768.133452312,,,,1739768.133452312,,,,,,,,,,7245.159292150307,,,,,,
,14/07/2020,1594684800,,,,2410516.040270262,,,,2410516.040270262,,,,,,,,,,9912.863337320718,,,,,,
,15/07/2020,1594771200,,,,4150126.7166189374,,,,4150126.7166189374,,,,,,,,,,17436.631110539616,,,,,,
,16/07/2020,1594857600,,,,5783880.891184434,,,,5783880.891184434,,,,,,,,,,24131.76976464608,,,,,,
,17/07/2020,1594944000,,,,5502434.639704494,,,,5502434.639704494,,,,,,,,,,23738.1468128491,,,,,,
,18/07/2020,1595030400,,,,5706012.397423145,,,,5706012.397423145,,,,,,,,,,24494.13807774198,,,,,,
,19/07/2020,1595116800,,,,5221788.604990783,,,,5221788.604990783,,,,,,,,,,22244.541404732307,,,,,,
,20/07/2020,1595203200,,,,4124612.756515728,,,,4124612.756515728,,,,,,,,,,17625.236352774904,,,,,,
,21/07/2020,1595289600,,,,4189960.0388001804,,,,4189960.0388001804,,,,,,,,,,17625.28264633096,,,,,,
,22/07/2020,1595376000,,,,4698347.961986211,,,,4698347.961986211,,,,,,,,,,19372.66588543406,,,,,,
,23/07/2020,1595462400,,,,8120277.27097371,,,,8120277.27097371,,,,,,,,,,33344.524994908876,,,,,,
,24/07/2020,1595548800,,,,9338677.863849271,,,,9338677.863849271,,,,,,,,,,35484.80872127906,,,,,,
,25/07/2020,1595635200,,,,11264184.571938017,,,,11264184.571938017,,,,,,,,,,40993.713821445584,,,,,,
,26/07/2020,1595721600,,,,12848466.87993047,,,,12848466.87993047,,,,,,,,,,45461.40410955267,,,,,,
,27/07/2020,1595808000,,,,16034093.322377246,,,,16034093.322377246,,,,,,,,,,51716.21884834246,,,,,,
