,Date,Timestamp,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,bsc,bsc-staking,pool2,Total,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX
,05/07/2022,1656979200,12649966.026940528,162512.18247180394,3420416.702142193,12649966.026940528,3420416.702142193,162512.18247180394,224.47587309301318,9813575.380080028,2619291.086101735,32.71372526938572,216842.37116040525,162512.18247180394,1706967.4690601218,1713449.2330820714,224.47587309301318,9813575.380080028,2619291.086101735,32.71372526938572,216842.37116040525,1706967.4690601218,1713449.2330820714,162512.18247180394,2192.8538796,9813575.380080028,2616674.411690045,266.50475572,68621.00353177381,3839584.554351067,40329566.862595744,1711737.4955864851,2192.8538796,9813575.380080028,2616674.411690045,266.50475572,68621.00353177381,40329566.862595744,1711737.4955864851,3839584.554351067
,06/07/2022,1657065600,12674408.213322027,1648588.4026749989,3480348.277459261,12674408.213322027,3480348.277459261,1648588.4026749989,220.3204149911712,9812808.899355564,2646253.348761312,42.48056380437662,215083.1642263532,1648588.4026749989,1733491.490469695,1746856.786989566,220.3204149911712,9812808.899355564,2646253.348761312,42.48056380437662,215083.1642263532,1733491.490469695,1746856.786989566,1648588.4026749989,2192.8538796,9817236.473004889,2635710.506734375,267.47279221,68716.6658870138,37794349.75941063,39740776.76966983,1739897.1981967788,2192.8538796,9817236.473004889,2635710.506734375,267.47279221,68716.6658870138,39740776.76966983,1739897.1981967788,37794349.75941063
,07/07/2022,1657152000,12797053.228764419,1906352.1446320736,3483884.048924044,12797053.228764419,3483884.048924044,1906352.1446320736,218.86874572287596,9814190.079239728,2759892.9360829173,40.06415658307608,222711.28053946525,1906352.1446320736,1738468.3843108132,1745415.6646132304,218.86874572287596,9814190.079239728,2759892.9360829173,40.06415658307608,222711.28053946525,1738468.3843108132,1745415.6646132304,1906352.1446320736,2192.8538796,9814190.079239728,2757135.800282635,267.47597628,70478.25333527381,43534587.15281982,39700694.125327975,1743671.99262061,2192.8538796,9814190.079239728,2757135.800282635,267.47597628,70478.25333527381,39700694.125327975,1743671.99262061,43534587.15281982
,08/07/2022,1657238400,13026316.127738422,2640220.3178479495,3534746.9038824243,13026316.127738422,3534746.9038824243,2640220.3178479495,221.09887811842918,9890234.552436292,2895306.4172780993,41.791129901631734,240512.268016008,2640220.3178479495,1771643.7279767625,1763103.1759056617,221.09887811842918,9890234.552436292,2895306.4172780993,41.791129901631734,240512.268016008,1771643.7279767625,1763103.1759056617,2640220.3178479495,2192.8538796,9890234.552436292,2892414.003274825,267.47863814,73776.7693300638,59298745.68571254,39790713.73733437,1761341.8340715903,2192.8538796,9890234.552436292,2892414.003274825,267.47863814,73776.7693300638,39790713.73733437,1761341.8340715903,59298745.68571254
,09/07/2022,1657324800,13020001.808438392,2877263.8104730924,3611533.888101889,13020001.808438392,3611533.888101889,2877263.8104730924,216.5750205648144,9932756.06450377,2863731.8098791298,41.091622338666255,223256.2674125882,2877263.8104730924,1808251.1077535546,1803282.7803483345,216.5750205648144,9932756.06450377,2863731.8098791298,41.091622338666255,223256.2674125882,1808251.1077535546,1803282.7803483345,2877263.8104730924,2192.8538796,9903046.923732573,2858015.778322485,267.48004777,69767.58356643381,62038782.44524005,38989020.28793866,1799683.413521292,2192.8538796,9903046.923732573,2858015.778322485,267.48004777,69767.58356643381,38989020.28793866,1799683.413521292,62038782.44524005
,10/07/2022,1657411200,13018765.844235579,3416668.353164534,3882449.9355332926,13018765.844235579,3882449.9355332926,3416668.353164534,214.20235266708718,9937447.9394988,2857453.6692283116,41.21244068122174,223608.82071511817,3416668.353164534,1940161.2263287883,1942288.709204504,214.20235266708718,9937447.9394988,2857453.6692283116,41.21244068122174,223608.82071511817,1940161.2263287883,1942288.709204504,3416668.353164534,2192.8538796,9927520.419079723,2857750.875319345,267.48298349,69660.0687586038,69330632.75090627,39369523.62835069,1942490.728240241,2192.8538796,9927520.419079723,2857750.875319345,267.48298349,69660.0687586038,39369523.62835069,1942490.728240241,69330632.75090627
,11/07/2022,1657497600,12960087.228080476,3726130.2107329452,3869558.153301985,12960087.228080476,3869558.153301985,3726130.2107329452,216.4811847369752,9886352.743027877,2854466.9144708156,42.46969621142766,219008.61970083346,3726130.2107329452,1929042.1433012497,1940516.010000735,216.4811847369752,9886352.743027877,2854466.9144708156,42.46969621142766,219008.61970083346,1929042.1433012497,1940516.010000735,3726130.2107329452,2255.38823905,9889942.792261468,2858342.827344695,267.48689142,70195.0704169338,76087309.29539499,39390900.98849296,1943150.922651851,2255.38823905,9889942.792261468,2858342.827344695,267.48689142,70195.0704169338,39390900.98849296,1943150.922651851,76087309.29539499
,12/07/2022,1657584000,12764610.89820062,3575819.4148397795,3865207.819563466,12764610.89820062,3865207.819563466,3575819.4148397795,222.3722588173738,9673104.44520484,2881592.7224564664,42.42700101389022,209648.93127948244,3575819.4148397795,1941854.0483538418,1923353.7712096241,222.3722588173738,9673104.44520484,2881592.7224564664,42.42700101389022,209648.93127948244,1941854.0483538418,1923353.7712096241,3575819.4148397795,2255.38823905,9673104.44520484,2875841.040375715,267.48753894,70827.3416484738,76653424.87991814,41626756.319271676,1919514.7417261717,2255.38823905,9673104.44520484,2875841.040375715,267.48753894,70827.3416484738,41626756.319271676,1919514.7417261717,76653424.87991814
,13/07/2022,1657670400,12942203.624855535,3616484.3268980454,3832648.1110081263,12942203.624855535,3832648.1110081263,3616484.3268980454,218.21106751632655,9864270.933073573,2867744.3550828127,44.49501883001023,209925.63061280386,3616484.3268980454,1912809.0544547027,1919839.0565534239,218.21106751632655,9864270.933073573,2867744.3550828127,44.49501883001023,209925.63061280386,1912809.0544547027,1919839.0565534239,3616484.3268980454,2255.38823905,9883207.157988278,2862020.314453905,267.50565931,71646.9729053938,78847178.54724006,41703373.61111402,1916007.0424684868,2255.38823905,9883207.157988278,2862020.314453905,267.50565931,71646.9729053938,41703373.61111402,1916007.0424684868,78847178.54724006
,14/07/2022,1657756800,12822152.73197035,3598939.4400459197,3830946.7567804945,12822152.73197035,3830946.7567804945,3598939.4400459197,219.24854610628955,9710664.750553558,2879541.051314587,40.77448251725916,231686.9070735811,3598939.4400459197,1912640.2816515027,1918306.4751289918,219.24854610628955,9710664.750553558,2879541.051314587,40.77448251725916,231686.9070735811,1912640.2816515027,1918306.4751289918,3598939.4400459197,2255.38823905,9710664.750553558,2865214.976432425,267.51223596,75962.9203519938,78800638.91218518,41878247.387624055,1908762.6618198925,2255.38823905,9710664.750553558,2865214.976432425,267.51223596,75962.9203519938,41878247.387624055,1908762.6618198925,78800638.91218518
,15/07/2022,1657843200,12812568.918999054,3633996.7213130365,3835970.718212885,12812568.918999054,3835970.718212885,3633996.7213130365,218.89896092923678,9717174.061918577,2871476.8902007733,41.49612420381139,223657.57179457025,3633996.7213130365,1920631.8435099288,1915338.8747029563,218.89896092923678,9717174.061918577,2871476.8902007733,41.49612420381139,223657.57179457025,1920631.8435099288,1915338.8747029563,3633996.7213130365,2255.38823905,9717174.061918577,2868608.281918855,267.51499967,72381.0911956538,79345530.25554429,41935522.71393244,1913425.4492537028,2255.38823905,9717174.061918577,2868608.281918855,267.51499967,72381.0911956538,41935522.71393244,1913425.4492537028,79345530.25554429
,16/07/2022,1657929600,12847827.226302741,4280492.827467474,3840939.0274608303,12847827.226302741,3840939.0274608303,4280492.827467474,234.98884406025385,9777538.22835094,2844024.5507882256,39.20407277078613,225990.2542467455,4280492.827467474,1915864.2480347666,1925074.7794260639,234.98884406025385,9777538.22835094,2844024.5507882256,39.20407277078613,225990.2542467455,1915864.2480347666,1925074.7794260639,4280492.827467474,2455.93574612,9767770.457893047,2841183.367420805,267.51694169,72432.7737970338,93224610.54278298,41725498.80934009,1923151.6277982658,2455.93574612,9767770.457893047,2841183.367420805,267.51694169,72432.7737970338,41725498.80934009,1923151.6277982658,93224610.54278298
,17/07/2022,1658016000,12910280.552413452,4535224.097984692,3894979.9997304995,12910280.552413452,3894979.9997304995,4535224.097984692,233.46616389765944,9829513.939109588,2843477.483374965,39.577225467252056,237016.08653953456,4535224.097984692,1946281.5567773436,1948698.4429531556,233.46616389765944,9829513.939109588,2843477.483374965,39.577225467252056,237016.08653953456,1946281.5567773436,1948698.4429531556,4535224.097984692,2455.93574612,9829513.939109588,2843477.483374965,267.51852393,72481.98365123381,94626366.33897917,40608699.28616111,1948698.4429531556,2455.93574612,9829513.939109588,2843477.483374965,267.51852393,72481.98365123381,40608699.28616111,1948698.4429531556,94626366.33897917
,18/07/2022,1658102400,12952409.225296289,4721191.6711488245,3924515.691950607,12952409.225296289,3924515.691950607,4721191.6711488245,230.98566879407826,9891544.288387077,2824669.7335885386,39.605063006838,235924.61258887238,4721191.6711488245,1971207.4224281886,1953308.2695224185,230.98566879407826,9891544.288387077,2824669.7335885386,39.605063006838,235924.61258887238,1971207.4224281886,1953308.2695224185,4721191.6711488245,2455.93574612,9871800.68701305,2827446.285841235,267.5204364,72592.18848888381,96938177.08493468,40473945.45622926,1955228.3037166684,2455.93574612,9871800.68701305,2827446.285841235,267.5204364,72592.18848888381,40473945.45622926,1955228.3037166684,96938177.08493468
,19/07/2022,1658188800,13188823.160801727,4721922.483651806,3924398.5439989083,13188823.160801727,3924398.5439989083,4721922.483651806,229.35492745865457,10084636.479209939,2847009.3029488255,39.45316360729557,256908.57055189915,4721922.483651806,1967937.387527112,1956461.1564717963,229.35492745865457,10084636.479209939,2847009.3029488255,39.45316360729557,256908.57055189915,1967937.387527112,1956461.1564717963,4721922.483651806,2455.93574612,10054473.060029851,2844165.137811015,267.52079041,74466.25233388381,100893063.21350762,42048812.0945272,1954506.6498219746,2455.93574612,10054473.060029851,2844165.137811015,267.52079041,74466.25233388381,42048812.0945272,1954506.6498219746,100893063.21350762
,20/07/2022,1658275200,13206163.683888339,4748107.058504489,3917372.437392677,13206163.683888339,3917372.437392677,4748107.058504489,127.93025621682308,10085575.552899433,2861026.422940823,39.469953882247005,259394.3078379837,4748107.058504489,1971418.3018353235,1945954.1355573535,127.93025621682308,10085575.552899433,2861026.422940823,39.469953882247005,259394.3078379837,1971418.3018353235,1945954.1355573535,4748107.058504489,1466.77049974,10065444.663572289,2869664.111917695,267.522173,74753.4028351538,101250506.36915915,42039300.89755064,1951829.141272584,1466.77049974,10065444.663572289,2869664.111917695,267.522173,74753.4028351538,42039300.89755064,1951829.141272584,101250506.36915915
,21/07/2022,1658361600,13295838.29059116,4722130.675309301,3964429.1458500493,13295838.29059116,3964429.1458500493,4722130.675309301,125.19179569380849,10163204.387978911,2872181.003697436,40.01590039913992,260287.69121871982,4722130.675309301,1978670.5055988713,1985758.6402511778,125.19179569380849,10163204.387978911,2872181.003697436,40.01590039913992,260287.69121871982,1978670.5055988713,1985758.6402511778,4722130.675309301,1466.77049974,10164485.113103162,2876668.606723925,267.52351867,77930.4464726706,101832166.50045827,42669785.78742792,1988861.2638227413,1466.77049974,10164485.113103162,2876668.606723925,267.52351867,77930.4464726706,42669785.78742792,1988861.2638227413,101832166.50045827
,22/07/2022,1658448000,12835598.826733047,5557111.132767662,4016304.4958188604,12835598.826733047,4016304.4958188604,5557111.132767662,110.34221115444073,9684178.843183527,2883967.8487275005,41.03399581184674,267300.7586150515,5557111.132767662,2003496.8775682203,2012807.61825064,110.34221115444073,9684178.843183527,2883967.8487275005,41.03399581184674,267300.7586150515,2003496.8775682203,2012807.61825064,5557111.132767662,1466.77049974,9695571.139272172,2881086.761965535,267.52810507,78387.3192419506,116482698.10136501,41995331.09221402,2010796.8214292112,1466.77049974,9695571.139272172,2881086.761965535,267.52810507,78387.3192419506,41995331.09221402,2010796.8214292112,116482698.10136501
,23/07/2022,1658534400,12940665.189911097,5584749.157948721,4006533.7674571243,12940665.189911097,4006533.7674571243,5584749.157948721,97.88492930014891,9783692.087043958,2893021.962480225,42.16904702988699,263811.086410585,5584749.157948721,1997941.672219288,2008592.0952378362,97.88492930014891,9783692.087043958,2893021.962480225,42.16904702988699,263811.086410585,1997941.672219288,2008592.0952378362,5584749.157948721,1466.77049974,9773918.168875083,2887247.467545135,267.53105213,78749.57803301043,117743316.01045215,42122621.98880425,2004582.929379078,1466.77049974,9773918.168875083,2887247.467545135,267.53105213,78749.57803301043,42122621.98880425,2004582.929379078,117743316.01045215
,24/07/2022,1658620800,12911262.182284322,5802006.693499039,4011671.6067229267,12911262.182284322,4011671.6067229267,5802006.693499039,95.71704250153319,9785407.427240191,2861556.409148793,40.1354678002824,264162.4933850357,5802006.693499039,2000955.07770444,2010716.5290184866,95.71704250153319,9785407.427240191,2861556.409148793,40.1354678002824,264162.4933850357,2000955.07770444,2010716.5290184866,5802006.693499039,1466.77049974,9775631.795444747,2862048.681522015,267.53411412,79328.07609160231,121751700.96496901,41988866.46200793,2011062.4317567486,1466.77049974,9775631.795444747,2862048.681522015,267.53411412,79328.07609160231,41988866.46200793,2011062.4317567486,121751700.96496901
,25/07/2022,1658707200,12584281.33005276,5757940.360310302,4010278.7921001255,12584281.33005276,4010278.7921001255,5757940.360310302,107.01850920202989,9382894.458555015,2933720.778540262,33.03159841293536,267526.04284986894,5757940.360310302,1996381.912864222,2013896.8792359035,107.01850920202989,9382894.458555015,2933720.778540262,33.03159841293536,267526.04284986894,1996381.912864222,2013896.8792359035,5757940.360310302,1466.77049974,9354829.968649069,2927865.048443375,267.53598896,79384.58244803232,121164928.47786827,42010068.974328086,2009877.1249859317,1466.77049974,9354829.968649069,2927865.048443375,267.53598896,79384.58244803232,42010068.974328086,2009877.1249859317,121164928.47786827
,26/07/2022,1658793600,12609185.538051533,5772299.244416237,4013355.8801489216,12609185.538051533,4013355.8801489216,5772299.244416237,106.80816028169832,9413329.821476556,2936478.139157095,39.54093303478604,259231.22832456697,5772299.244416237,2001735.0332606707,2011620.846888251,106.80816028169832,9413329.821476556,2936478.139157095,39.54093303478604,259231.22832456697,2001735.0332606707,2011620.846888251,5772299.244416237,1587.37568412,9394540.739996564,2936478.139157095,267.53723399,79275.60499222232,121122690.47173996,42003285.44550193,2011620.846888251,1587.37568412,9394540.739996564,2936478.139157095,267.53723399,79275.60499222232,42003285.44550193,2011620.846888251,121122690.47173996
,27/07/2022,1658880000,12519721.963958772,5493432.2982235225,3999197.7385256686,12519721.963958772,3999197.7385256686,5493432.2982235225,112.87193539503672,9334612.05430623,2926085.063838824,37.97418618630558,258873.9996921362,5493432.2982235225,1999386.610551207,1999811.1279744615,112.87193539503672,9334612.05430623,2926085.063838824,37.97418618630558,258873.9996921362,1999386.610551207,1999811.1279744615,5493432.2982235225,1587.37568412,9325286.767538693,2920244.574689445,267.54065991,80146.74913069232,116547592.21234651,42418597.8293941,1995819.4889964685,1587.37568412,9325286.767538693,2920244.574689445,267.54065991,80146.74913069232,42418597.8293941,1995819.4889964685,116547592.21234651
,28/07/2022,1658966400,12618015.403764617,5684856.903075207,4129560.3928663363,12618015.403764617,4129560.3928663363,5684856.903075207,118.48648318976916,9409313.820815679,2929460.157824842,41.54387377008368,279081.39476713527,5684856.903075207,2063723.593194596,2065836.7996717403,118.48648318976916,9409313.820815679,2929460.157824842,41.54387377008368,279081.39476713527,2063723.593194596,2065836.7996717403,5684856.903075207,1587.37568412,9410979.564198542,2932683.176635965,267.54341392,80893.15790351747,119543081.65797509,43396673.3423488,2068109.6521794854,1587.37568412,9410979.564198542,2932683.176635965,267.54341392,80893.15790351747,43396673.3423488,2068109.6521794854,119543081.65797509
,29/07/2022,1659052800,12818113.78174387,5768919.599045329,4167144.6311612967,12818113.78174387,4167144.6311612967,5768919.599045329,126.66623009003952,9601171.670812186,2921998.647400665,39.3880113470805,294777.40928957955,5768919.599045329,2086216.2866658976,2080928.344495399,126.66623009003952,9601171.670812186,2921998.647400665,39.3880113470805,294777.40928957955,2086216.2866658976,2080928.344495399,5768919.599045329,1587.37568412,9610946.002897132,2921998.647400665,267.54888225,81205.89787591723,119290993.4157511,43139241.07343741,2080928.344495399,1587.37568412,9610946.002897132,2921998.647400665,267.54888225,81205.89787591723,43139241.07343741,2080928.344495399,119290993.4157511
,30/07/2022,1659139200,12894009.359156648,6012232.366306274,4268330.550342511,12894009.359156648,4268330.550342511,6012232.366306274,126.32176956658547,9595970.62659814,2970967.3009915454,41.72132514866691,326903.38847224717,6012232.366306274,2126734.7773668123,2141595.7729756995,126.32176956658547,9595970.62659814,2970967.3009915454,41.72132514866691,326903.38847224717,2126734.7773668123,2141595.7729756995,6012232.366306274,1587.37568412,9610520.9553245,2959130.777880025,267.55930527,81725.84711806179,119297425.76554705,42199630.481314614,2133063.518900099,1587.37568412,9610520.9553245,2959130.777880025,267.55930527,81725.84711806179,42199630.481314614,2133063.518900099,119297425.76554705
,31/07/2022,1659225600,12993243.085361756,6423334.729721948,4402552.003485799,12993243.085361756,4402552.003485799,6423334.729721948,123.29146938560041,9650706.97297837,3011950.140034741,35.20259628505086,330427.47828297474,6423334.729721948,2191890.5403709095,2210661.463114889,123.29146938560041,9650706.97297837,3011950.140034741,35.20259628505086,330427.47828297474,2191890.5403709095,2210661.463114889,6423334.729721948,1587.37568412,9641065.9070713,3008941.198835905,267.56402658,83231.10284205913,119470561.32654975,40767981.77942731,2208453.0101047843,1587.37568412,9641065.9070713,3008941.198835905,267.56402658,83231.10284205913,40767981.77942731,2208453.0101047843,119470561.32654975
,01/08/2022,1659312000,12996449.535918074,6491051.414195106,4438113.392625591,12996449.535918074,4438113.392625591,6491051.414195106,122.9343098566734,9693508.359017653,2969061.557319185,40.56698369264156,333716.1182876855,6491051.414195106,2216477.5653517894,2221635.827273802,122.9343098566734,9693508.359017653,2969061.557319185,40.56698369264156,333716.1182876855,2216477.5653517894,2221635.827273802,6491051.414195106,1587.37568412,9674160.038939774,2969061.557319185,267.56929612,84271.74704234482,118688085.83278672,40528022.77110604,2221635.827273802,1587.37568412,9674160.038939774,2969061.557319185,267.56929612,84271.74704234482,40528022.77110604,2221635.827273802,118688085.83278672
,02/08/2022,1659398400,13010384.89940217,6246519.562153906,4341892.778819105,13010384.89940217,4341892.778819105,6246519.562153906,110.05079799335248,9679835.62998375,3004318.610272434,38.32495603252744,326082.2833919606,6246519.562153906,2170813.331385673,2171079.4474334316,110.05079799335248,9679835.62998375,3004318.610272434,38.32495603252744,326082.2833919606,2170813.331385673,2171079.4474334316,6246519.562153906,1628.13897879,9660514.600782184,3001317.292979455,267.57071368,84696.69698492483,119605552.06513816,41565759.035455,2168910.536896535,1628.13897879,9660514.600782184,3001317.292979455,267.57071368,84696.69698492483,41565759.035455,2168910.536896535,119605552.06513816
,03/08/2022,1659484800,12874559.425965507,7014503.547608567,4308219.435867686,12874559.425965507,4308219.435867686,7014503.547608567,109.48909004566993,9570335.04957637,2993493.8639072296,34.16912231547101,310586.85426954506,7014503.547608567,2157203.556009375,2151015.8798583113,109.48909004566993,9570335.04957637,2993493.8639072296,34.16912231547101,310586.85426954506,2157203.556009375,2151015.8798583113,7014503.547608567,1628.13897879,9551232.584407555,3003703.451940375,267.57339323,83044.61344105483,135821542.21335205,41769843.27639413,2158352.118709806,1628.13897879,9551232.584407555,3003703.451940375,267.57339323,83044.61344105483,41769843.27639413,2158352.118709806,135821542.21335205
,04/08/2022,1659571200,13535253.58389505,7035105.160317212,4347457.039175278,13535253.58389505,4347457.039175278,7035105.160317212,112.92120701295924,10182382.367771283,3019247.689029177,34.811659463305,333475.79422811494,7035105.160317212,2177967.8184524984,2169489.220722779,112.92120701295924,10182382.367771283,3019247.689029177,34.811659463305,333475.79422811494,2177967.8184524984,2169489.220722779,7035105.160317212,1628.13897879,10172210.15761367,3013221.246536105,267.57616805,83787.88799701381,135095634.3795912,41823673.902112305,2165158.902916945,1628.13897879,10172210.15761367,3013221.246536105,267.57616805,83787.88799701381,41823673.902112305,2165158.902916945,135095634.3795912
,05/08/2022,1659657600,13378745.005076686,7009810.989618105,5165378.979144761,13378745.005076686,5165378.979144761,7009810.989618105,111.83035389716994,10009978.579241842,3023414.1314754724,38.97294086441841,345201.4910646094,7009810.989618105,2578926.466129633,2586452.513015128,111.83035389716994,10009978.579241842,3023414.1314754724,38.97294086441841,345201.4910646094,2578926.466129633,2586452.513015128,7009810.989618105,1628.13897879,9999978.600641202,3020393.737737735,267.79452677,85445.9136298538,134617663.80431142,49526165.043202356,2583868.6443707575,1628.13897879,9999978.600641202,3020393.737737735,267.79452677,85445.9136298538,49526165.043202356,2583868.6443707575,134617663.80431142
,06/08/2022,1659744000,13431823.746751977,7096933.70722681,5142309.193584338,13431823.746751977,5142309.193584338,7096933.70722681,109.92868756994321,9942200.922425676,3139558.7320367843,39.24622788280376,349914.9173740638,7096933.70722681,2568530.1297641676,2573779.06382017,109.92868756994321,9942200.922425676,3139558.7320367843,39.24622788280376,349914.9173740638,2568530.1297641676,2573779.06382017,7096933.70722681,1628.13897879,9946199.294542082,3145771.631008025,267.80276824,84114.1628303038,137101725.2767717,49620008.68874445,2578872.336685123,1628.13897879,9946199.294542082,3145771.631008025,267.80276824,84114.1628303038,49620008.68874445,2578872.336685123,137101725.2767717
,07/08/2022,1659830400,13473022.347791124,7004316.315953691,5153932.296311592,13473022.347791124,5153932.296311592,7004316.315953691,109.34907009349398,9975727.527966179,3147876.771313975,38.60791141035618,349270.0915294669,7004316.315953691,2581826.67594569,2572105.620365902,109.34907009349398,9975727.527966179,3147876.771313975,38.60791141035618,349270.0915294669,2581826.67594569,2572105.620365902,7004316.315953691,1628.13897879,9976635.401787741,3147876.771313975,267.80735286,84364.7564080838,134970928.14247406,49750971.69179478,2572105.620365902,1628.13897879,9976635.401787741,3147876.771313975,267.80735286,84364.7564080838,49750971.69179478,2572105.620365902,134970928.14247406
,08/08/2022,1659916800,13527940.870372754,6758451.368138179,5058205.571376147,13527940.870372754,5058205.571376147,6758451.368138179,111.76685647699713,10011858.920738151,3139927.5407678173,38.55601706732433,376004.0859932421,6758451.368138179,2532967.338269469,2525238.2331066784,111.76685647699713,10011858.920738151,3139927.5407678173,38.55601706732433,376004.0859932421,2532967.338269469,2525238.2331066784,6758451.368138179,1628.13897879,10016867.354415359,3142642.7841333086,267.81149199,83556.4635540538,135077174.88384256,50624921.81855276,2527421.92565044,1628.13897879,10016867.354415359,3142642.7841333086,267.81149199,83556.4635540538,50624921.81855276,2527421.92565044,135077174.88384256
,09/08/2022,1660003200,13521636.779936852,6795441.36756134,5063656.180837264,13521636.779936852,5063656.180837264,6795441.36756134,110.54249596494705,9999596.667580716,3161199.6589735057,39.00526564782638,360690.90562101797,6795441.36756134,2528532.963215627,2535123.2176216375,110.54249596494705,9999596.667580716,3161199.6589735057,39.00526564782638,360690.90562101797,2528532.963215627,2535123.2176216375,6795441.36756134,1628.13897879,9989607.060520196,3161781.4267560286,267.81605339,80332.05024966992,135615897.01367727,50461662.0742322,2535589.7661386067,1628.13897879,9989607.060520196,3161781.4267560286,267.81605339,80332.05024966992,50461662.0742322,2535589.7661386067,135615897.01367727
,10/08/2022,1660089600,13488438.998784766,6862830.33802354,5136633.0823096875,13488438.998784766,5136633.0823096875,6862830.33802354,96.93776665817781,10000398.46727597,3124114.287651922,35.15719688847239,363794.14889332623,6862830.33802354,2577784.354561194,2558848.7277484937,96.93776665817781,10000398.46727597,3124114.287651922,35.15719688847239,363794.14889332623,2577784.354561194,2558848.7277484937,6862830.33802354,1628.13897879,9980437.592091786,3117878.5305907405,267.81742543,84406.99510285992,135289497.4672963,50816810.66416689,2553741.245257978,1628.13897879,9980437.592091786,3117878.5305907405,267.81742543,84406.99510285992,50816810.66416689,2553741.245257978,135289497.4672963
,11/08/2022,1660176000,13454871.93057856,6693028.542002329,5069306.859013209,13454871.93057856,5069306.859013209,6693028.542002329,94.7918794841326,9937272.640416045,3134114.737354242,35.27976957629839,383354.4811592129,6693028.542002329,2533034.6191351833,2536272.2398780254,94.7918794841326,9937272.640416045,3134114.737354242,35.27976957629839,383354.4811592129,2533034.6191351833,2536272.2398780254,6693028.542002329,1628.13897879,9917437.764886273,3127859.0193156106,267.82082591,85379.61718467993,135029085.54049692,51102926.89143678,2531209.8202375504,1628.13897879,9917437.764886273,3127859.0193156106,267.82082591,85379.61718467993,51102926.89143678,2531209.8202375504,135029085.54049692
,12/08/2022,1660262400,13622077.695870524,6571750.486865075,5017288.133509442,13622077.695870524,5017288.133509442,6571750.486865075,88.88987568601884,10123803.194810446,3136090.6728592943,35.03691690049799,362059.9014081972,6571750.486865075,2497648.1509792884,2519639.9825301534,88.88987568601884,10123803.194810446,3136090.6728592943,35.03691690049799,362059.9014081972,2497648.1509792884,2519639.9825301534,6571750.486865075,1628.13897879,10113689.505305143,3132957.7151441504,267.823338,83423.9404166353,135149679.77574575,51364754.10501456,2517122.859670483,1628.13897879,10113689.505305143,3132957.7151441504,267.823338,83423.9404166353,51364754.10501456,2517122.859670483,135149679.77574575
,13/08/2022,1660348800,13495882.040050171,6584390.8734088065,5019622.097758645,13495882.040050171,5019622.097758645,6584390.8734088065,86.4704611635369,9993295.208984062,3138333.2624927405,33.07006129975708,364134.02805090504,6584390.8734088065,2500066.0540528637,2519556.043705781,86.4704611635369,9993295.208984062,3138333.2624927405,33.07006129975708,364134.02805090504,2500066.0540528637,2519556.043705781,6584390.8734088065,1628.13897879,9993295.208984062,3138333.2624927405,267.82582283,83708.9719657253,135149565.46798623,51315732.516891435,2519556.043705781,1628.13897879,9993295.208984062,3138333.2624927405,267.82582283,83708.9719657253,51315732.516891435,2519556.043705781,135149565.46798623
