,Date,Timestamp,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,bsc,bsc-staking,pool2,Total,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX
,24/09/2022,1663977600,20172723.740818903,5453956.469345869,4230244.958195789,20172723.740818903,4230244.958195789,5453956.469345869,117.40322795069768,13696732.989635672,5997678.053584203,7.711196805100349,478187.5831742692,5453956.469345869,2106357.7100721104,2123887.248123679,117.40322795069768,13696732.989635672,5997678.053584203,7.711196805100349,478187.5831742692,2106357.7100721104,2123887.248123679,5453956.469345869,4189.33219637,13696732.989635672,5991686.367216987,172.02071792,106263.90737205982,153974704.05638975,59466152.11693222,2121765.482641038,4189.33219637,13696732.989635672,5991686.367216987,172.02071792,106263.90737205982,59466152.11693222,2121765.482641038,153974704.05638975
,25/09/2022,1664064000,20271888.297052052,5466702.306365129,4235521.441881779,20271888.297052052,4235521.441881779,5466702.306365129,117.35169916468233,13756393.749345873,6044802.282987999,7.863497067918001,470567.0495219485,5466702.306365129,2123684.4722548206,2111836.969626958,117.35169916468233,13756393.749345873,6044802.282987999,7.863497067918001,470567.0495219485,2123684.4722548206,2111836.969626958,5466702.306365129,4189.33219637,13756393.749345873,6044802.282987999,172.02071792,103877.93587680982,153795622.32144526,59745959.578689605,2111836.969626958,4189.33219637,13756393.749345873,6044802.282987999,172.02071792,103877.93587680982,59745959.578689605,2111836.969626958,153795622.32144526
,26/09/2022,1664150400,22550432.364986356,5404178.112579231,4210709.913448199,22550432.364986356,4210709.913448199,5404178.112579231,115.39951225449587,14519259.014216375,7555013.931745711,0.2785600293565728,476043.74095198954,5404178.112579231,2099150.9445575876,2111558.968890611,115.39951225449587,14519259.014216375,7555013.931745711,0.2785600293565728,476043.74095198954,2099150.9445575876,2111558.968890611,5404178.112579231,4189.33219637,14490278.457301771,7557281.116080535,172.02071792,102595.63382585983,153788703.8059808,59736318.11008869,2112192.6266786144,4189.33219637,14490278.457301771,7557281.116080535,172.02071792,102595.63382585983,59736318.11008869,2112192.6266786144,153788703.8059808
,27/09/2022,1664236800,22375510.419610195,5291706.6347582005,4196902.851611365,22375510.419610195,4196902.851611365,5291706.6347582005,118.40020522678981,14288000.2175709,7612471.748480069,0.48639718095469603,474919.5669568167,5291706.6347582005,2089428.8599774262,2107473.991633938,118.40020522678981,14288000.2175709,7612471.748480069,0.48639718095469603,474919.5669568167,2089428.8599774262,2107473.991633938,5291706.6347582005,4189.33219637,14288000.2175709,7597277.194091885,172.02071792,102353.35494758982,151932876.93783158,59990653.25506461,2103267.456720497,4189.33219637,14288000.2175709,7597277.194091885,172.02071792,102353.35494758982,59990653.25506461,2103267.456720497,151932876.93783158
,28/09/2022,1664323200,22766700.903556112,5344031.552272938,4222767.67217032,22766700.903556112,4222767.67217032,5344031.552272938,117.2201541337163,14701132.446148315,7574044.142245014,0.46043581420620966,491406.6345728356,5344031.552272938,2116954.199413589,2105813.4727567304,117.2201541337163,14701132.446148315,7574044.142245014,0.46043581420620966,491406.6345728356,2116954.199413589,2105813.4727567304,5344031.552272938,4189.33219637,14671788.868411493,7543868.667574715,172.02071792,103672.28577485982,151282883.51493227,59928339.199292205,2097423.777646146,4189.33219637,14671788.868411493,7543868.667574715,172.02071792,103672.28577485982,59928339.199292205,2097423.777646146,151282883.51493227
,29/09/2022,1664409600,22935996.927624453,5309798.65554495,4200651.350844523,22935996.927624453,4200651.350844523,5309798.65554495,112.32743306157579,14735658.482553886,7692382.112766039,0.6870008613642833,507843.31787060795,5309798.65554495,2117119.749436554,2083531.6014079684,112.32743306157579,14735658.482553886,7692382.112766039,0.6870008613642833,507843.31787060795,2117119.749436554,2083531.6014079684,5309798.65554495,4189.33219637,14706245.990572741,7694090.200790615,172.02071792,104066.25366200983,151191199.9269058,60282864.95797676,2083994.2481310538,4189.33219637,14706245.990572741,7694090.200790615,172.02071792,104066.25366200983,60282864.95797676,2083994.2481310538,151191199.9269058
,30/09/2022,1664496000,23018522.61623518,5291509.7382078,4195544.2897373615,23018522.61623518,4195544.2897373615,5291509.7382078,110.40716886272567,14721501.720317481,7786182.880641276,0.6585107900623729,510726.94959677313,5291509.7382078,2102423.542457164,2093120.7472801977,110.40716886272567,14721501.720317481,7786182.880641276,0.6585107900623729,510726.94959677313,2102423.542457164,2093120.7472801977,5291509.7382078,4189.33219637,14706794.925392091,7762894.198047135,172.02071792,103806.29056844983,151436988.51175335,60168969.8399308,2086860.1667798583,4189.33219637,14706794.925392091,7762894.198047135,172.02071792,103806.29056844983,60168969.8399308,2086860.1667798583,151436988.51175335
,01/10/2022,1664582400,23327920.80743319,5250656.0064257495,4164196.230362108,23327920.80743319,4164196.230362108,5250656.0064257495,103.22217089269738,14908410.260197083,7922892.892568476,0.6618342303325873,496513.77066251315,5250656.0064257495,2077016.3154961446,2087179.9148659632,103.22217089269738,14908410.260197083,7922892.892568476,0.6618342303325873,496513.77066251315,2077016.3154961446,2087179.9148659632,5250656.0064257495,4189.33219637,14893516.743453631,7925595.520641014,172.02071792,104749.74064609982,152032478.37357008,60139902.07714539,2087891.8859990889,4189.33219637,14893516.743453631,7925595.520641014,172.02071792,104749.74064609982,60139902.07714539,2087891.8859990889,152032478.37357008
,02/10/2022,1664668800,23086964.356347285,5409373.904762661,4207559.321179778,23086964.356347285,4207559.321179778,5409373.904762661,91.1918331976695,14695873.480911411,7918658.365526752,0.5719362031475953,472340.74613972235,5409373.904762661,2113231.4302268955,2094327.8909528826,91.1918331976695,14695873.480911411,7918658.365526752,0.5719362031475953,472340.74613972235,2113231.4302268955,2094327.8909528826,5409373.904762661,4189.33219637,14681192.288622791,7910747.617908844,172.02071792,104500.16507515982,153625597.63334274,60015529.91564086,2092235.6552975853,4189.33219637,14681192.288622791,7910747.617908844,172.02071792,104500.16507515982,60015529.91564086,2092235.6552975853,153625597.63334274
,03/10/2022,1664755200,22795094.15478816,5363337.509207405,4183975.9626735337,22795094.15478816,4183975.9626735337,5363337.509207405,89.1529271110182,14390639.454465581,7922202.230072843,0.6187292788361937,482162.69859334466,5363337.509207405,2090933.7563485093,2093042.2063250246,89.1529271110182,14390639.454465581,7922202.230072843,0.6187292788361937,482162.69859334466,2090933.7563485093,2093042.2063250246,5363337.509207405,4189.33219637,14391099.96966461,7928600.610765731,172.02071792,104590.60707013983,153759282.79255515,59944106.48051897,2094732.6555780761,4189.33219637,14391099.96966461,7928600.610765731,172.02071792,104590.60707013983,59944106.48051897,2094732.6555780761,153759282.79255515
,04/10/2022,1664841600,22355221.255689226,5286944.790650919,4145163.419679398,22355221.255689226,4145163.419679398,5286944.790650919,85.7805565862623,14023023.57592206,7846423.307620619,0.6437032466638193,485687.94788671203,5286944.790650919,2070315.968273582,2074847.4514058162,85.7805565862623,14023023.57592206,7846423.307620619,0.6437032466638193,485687.94788671203,2070315.968273582,2074847.4514058162,5286944.790650919,4189.33219637,14009014.561360702,7848675.87759749,172.02071792,105814.36773130982,153657156.718594,60170642.55268217,2075443.1035765428,4189.33219637,14009014.561360702,7848675.87759749,172.02071792,105814.36773130982,60170642.55268217,2075443.1035765428,153657156.718594
,05/10/2022,1664928000,22166752.436974194,5336454.86156389,4113122.254814391,22166752.436974194,4113122.254814391,5336454.86156389,115.57383036718683,13779638.421401102,7880501.442526226,0.6822943745219922,506496.31692212215,5336454.86156389,2065012.9128229392,2048109.3419914518,115.57383036718683,13779638.421401102,7880501.442526226,0.6822943745219922,506496.31692212215,2065012.9128229392,2048109.3419914518,5336454.86156389,4189.33219637,13779638.421401102,7883055.552525244,172.02071792,105961.57257784982,153546632.40639347,59416932.56387033,2048773.1444902667,4189.33219637,13779638.421401102,7883055.552525244,172.02071792,105961.57257784982,59416932.56387033,2048773.1444902667,153546632.40639347
,06/10/2022,1665014400,21951812.77627229,5601381.995569484,4123354.275761614,21951812.77627229,4123354.275761614,5601381.995569484,118.32337287430839,13577564.834225938,7879849.647314114,0.664713857150568,494279.30664550996,5601381.995569484,2063404.3700518848,2059949.9057097293,118.32337287430839,13577564.834225938,7879849.647314114,0.664713857150568,494279.30664550996,2063404.3700518848,2059949.9057097293,5601381.995569484,4189.33219637,13550463.906413112,7840646.415237925,172.02071792,106068.52073937982,161222675.77338964,59390267.260008305,2049701.3987161487,4189.33219637,13550463.906413112,7840646.415237925,172.02071792,106068.52073937982,59390267.260008305,2049701.3987161487,161222675.77338964
,07/10/2022,1665100800,21753913.09434463,5539596.534440711,4088808.012577626,21753913.09434463,4088808.012577626,5539596.534440711,118.45479222530851,13457985.74755597,7798282.652142963,0.5673036852140096,497525.6725497855,5539596.534440711,2044661.3640110423,2044146.6485665834,118.45479222530851,13457985.74755597,7798282.652142963,0.5673036852140096,497525.6725497855,2044661.3640110423,2044146.6485665834,5539596.534440711,4189.33219637,13444541.20634962,7800630.641966195,172.02071792,106308.90439097982,161257871.99328116,59520172.35504124,2044762.121965295,4189.33219637,13444541.20634962,7800630.641966195,172.02071792,106308.90439097982,59520172.35504124,2044762.121965295,161257871.99328116
,08/10/2022,1665187200,21350186.80418521,5505870.654029379,4076553.382948463,21350186.80418521,4076553.382948463,5505870.654029379,107.60944903534586,13156810.462480316,7701618.729692551,0.5842322440645169,491649.4183310631,5505870.654029379,2035035.7832352617,2041517.5997132014,107.60944903534586,13156810.462480316,7701618.729692551,0.5842322440645169,491649.4183310631,2035035.7832352617,2041517.5997132014,5505870.654029379,4189.33219637,13158455.26938899,7703691.022577625,172.02071792,106880.30833283982,161247139.56872195,59598875.37977907,2042066.9157135282,4189.33219637,13158455.26938899,7703691.022577625,172.02071792,106880.30833283982,59598875.37977907,2042066.9157135282,161247139.56872195
,09/10/2022,1665273600,21420190.97268374,5465398.435232437,4062121.0261059795,21420190.97268374,4062121.0261059795,5465398.435232437,109.94323218474261,13249029.896696623,7687995.323786419,0.5725485969033904,483055.23641991476,5465398.435232437,2018646.2465672742,2043474.7795387052,109.94323218474261,13249029.896696623,7687995.323786419,0.5725485969033904,483055.23641991476,2018646.2465672742,2043474.7795387052,5465398.435232437,4250.80119427,13235794.102594031,7688202.905264861,172.02071792,106870.62752652982,161246878.12313578,59556573.80725173,2043529.9548474862,4250.80119427,13235794.102594031,7688202.905264861,172.02071792,106870.62752652982,59556573.80725173,2043529.9548474862,161246878.12313578
,10/10/2022,1665360000,21408482.570688173,5276578.900266115,4014510.0280150827,21408482.570688173,4014510.0280150827,5276578.900266115,109.89583575142649,13219209.444404062,7703351.685134666,0.5740881823287745,485810.9712255128,5276578.900266115,1997723.7011107996,2016786.3269042834,109.89583575142649,13219209.444404062,7703351.685134666,0.5740881823287745,485810.9712255128,1997723.7011107996,2016786.3269042834,5276578.900266115,4250.80119427,13242131.574158931,7695656.029105562,172.02071792,107006.82185583982,159657424.74642834,60446631.710210584,2014771.5553489346,4250.80119427,13242131.574158931,7695656.029105562,172.02071792,107006.82185583982,60446631.710210584,2014771.5553489346,159657424.74642834
,11/10/2022,1665446400,21369064.027173407,5268613.392681146,4033125.034465138,21369064.027173407,4033125.034465138,5268613.392681146,116.73375956855311,13193125.096183214,7705396.269313263,0.5675427940119184,470425.36037456803,5268613.392681146,2014623.0905953494,2018501.9438697884,116.73375956855311,13193125.096183214,7705396.269313263,0.5675427940119184,470425.36037456803,2014623.0905953494,2018501.9438697884,5268613.392681146,4250.80119427,13193125.096183214,7697698.570742521,172.02071792,105951.65774201982,157943134.88059855,60394616.72657344,2016485.4584113774,4250.80119427,13193125.096183214,7697698.570742521,172.02071792,105951.65774201982,60394616.72657344,2016485.4584113774,157943134.88059855
,12/10/2022,1665532800,21476220.35403815,5278448.122660243,4038617.325324146,21476220.35403815,4038617.325324146,5278448.122660243,118.06302761001326,13257864.807241771,7735325.707097776,0.6305212990496096,482911.1461496932,5278448.122660243,2024325.085988465,2014292.2393356808,118.06302761001326,13257864.807241771,7735325.707097776,0.6305212990496096,482911.1461496932,2024325.085988465,2014292.2393356808,5278448.122660243,4250.80119427,13260105.765116075,7719885.935227321,172.02071792,106602.90201979982,158021661.39953282,60602511.546411105,2010271.6959437933,4250.80119427,13260105.765116075,7719885.935227321,172.02071792,106602.90201979982,60602511.546411105,2010271.6959437933,158021661.39953282
,13/10/2022,1665619200,21387378.869687714,5199870.155631369,4023393.4551317636,21387378.869687714,4023393.4551317636,5199870.155631369,119.58226395684537,13147842.083786353,7761702.431641009,0.6465415885094993,477714.12545480765,5199870.155631369,2019635.1918279666,2003758.263303797,119.58226395684537,13147842.083786353,7761702.431641009,0.6465415885094993,477714.12545480765,2019635.1918279666,2003758.263303797,5199870.155631369,4250.80119427,13134707.376409944,7753948.483157852,172.02071792,106871.16900554982,156696128.9554366,60860945.94475259,2001756.5067970003,4250.80119427,13134707.376409944,7753948.483157852,172.02071792,106871.16900554982,60860945.94475259,2001756.5067970003,156696128.9554366
,14/10/2022,1665705600,21091654.378881656,4951384.655806654,3916267.259288138,21091654.378881656,3916267.259288138,4951384.655806654,114.26684960347045,12856686.463850496,7757111.876485819,0.6050261084466865,477741.16666963,4951384.655806654,1959869.4675110506,1956397.791777087,114.26684960347045,12856686.463850496,7757111.876485819,0.6050261084466865,477741.16666963,1959869.4675110506,1956397.791777087,4951384.655806654,4250.80119427,12843842.621229269,7783755.6721515935,172.02071792,109073.32572365981,156791153.23922753,62061466.714980215,1963117.5431272113,4250.80119427,12843842.621229269,7783755.6721515935,172.02071792,109073.32572365981,62061466.714980215,1963117.5431272113,156791153.23922753
,15/10/2022,1665792000,20947473.218184434,4986935.680063403,3568920.7830041535,20947473.218184434,3568920.7830041535,4986935.680063403,120.04789671966572,12714560.46367898,7758399.737127983,0.6553765725818704,474392.3141041798,4986935.680063403,1781123.9388095466,1787796.8441946069,120.04789671966572,12714560.46367898,7758399.737127983,0.6553765725818704,474392.3141041798,1781123.9388095466,1787796.8441946069,4986935.680063403,4250.80119427,12701858.605073908,7764354.997410997,172.02071792,108308.74751236982,169155952.13314626,60415400.37120311,1789169.1369226265,4250.80119427,12701858.605073908,7764354.997410997,172.02071792,108308.74751236982,60415400.37120311,1789169.1369226265,169155952.13314626
,16/10/2022,1665878400,20909812.4934923,5108457.544164661,3630061.2394157746,20909812.4934923,3630061.2394157746,5108457.544164661,117.52389849454401,12712360.572760988,7710878.382977245,0.34511656532699997,486455.66873900976,5108457.544164661,1816573.9387834766,1813487.300632298,117.52389849454401,12712360.572760988,7710878.382977245,0.34511656532699997,486455.66873900976,1816573.9387834766,1813487.300632298,5108457.544164661,4250.80119427,12712360.572760988,7703175.207769477,172.02071792,108826.77152997981,167738554.35203362,59648041.25918331,1811675.6250072909,4250.80119427,12712360.572760988,7703175.207769477,172.02071792,108826.77152997981,59648041.25918331,1811675.6250072909,167738554.35203362
,17/10/2022,1665964800,20775497.53085731,5209847.986049567,3608894.150193953,20775497.53085731,3608894.150193953,5209847.986049567,126.2833119755165,12659901.72523781,7621887.489466774,0.5210163504360961,493581.5118244046,5209847.986049567,1803797.5737711564,1805096.5764227966,126.2833119755165,12659901.72523781,7621887.489466774,0.5210163504360961,493581.5118244046,1803797.5737711564,1805096.5764227966,5209847.986049567,4250.80119427,12672954.868752625,7643227.380312608,172.02071792,107768.88904462982,172344713.578532,59670642.41368888,1810150.5166653262,4250.80119427,12672954.868752625,7643227.380312608,172.02071792,107768.88904462982,59670642.41368888,1810150.5166653262,172344713.578532
,18/10/2022,1666051200,20877805.105356652,5104820.998307985,3592106.314708947,20877805.105356652,3592106.314708947,5104820.998307985,144.4183350785828,12697405.135768361,7676790.510021057,0.6499097541663729,503464.39132239984,5104820.998307985,1805358.942601883,1786747.3721070644,144.4183350785828,12697405.135768361,7676790.510021057,0.6499097541663729,503464.39132239984,1805358.942601883,1786747.3721070644,5104820.998307985,4250.80119427,12684720.41535301,7676790.510021057,172.02071792,108739.60935688982,170941904.44692194,60454910.36040984,1786747.3721070644,4250.80119427,12684720.41535301,7676790.510021057,172.02071792,108739.60935688982,60454910.36040984,1786747.3721070644,170941904.44692194
,19/10/2022,1666137600,21127588.970832825,5100233.125586064,3453076.671111563,21127588.970832825,3453076.671111563,5100233.125586064,168.92037824247453,12989573.2631183,7657616.24071165,0.5671402655319856,480229.9794843697,5100233.125586064,1736028.4617412332,1717048.2093703302,168.92037824247453,12989573.2631183,7657616.24071165,0.5671402655319856,480229.9794843697,1736028.4617412332,1717048.2093703302,5100233.125586064,4250.80119427,12989573.2631183,7659944.863950291,172.02071792,108404.05857434982,170896890.40803164,58170255.842437364,1717570.3507569602,4250.80119427,12989573.2631183,7659944.863950291,172.02071792,108404.05857434982,58170255.842437364,1717570.3507569602,170896890.40803164
,20/10/2022,1666224000,21208563.125892602,4996407.915224845,3424267.3524955465,21208563.125892602,3424267.3524955465,4996407.915224845,163.21818348843297,13081868.76827258,7645748.624017015,0.5674946282109008,480781.9479248911,4996407.915224845,1709547.484033891,1714719.8684616552,163.21818348843297,13081868.76827258,7645748.624017015,0.5674946282109008,480781.9479248911,1709547.484033891,1714719.8684616552,4996407.915224845,4250.80119427,13016784.84405232,7646888.010330554,172.02071792,109020.84986958982,170272434.61949107,58259617.13756048,1714975.3997962247,4250.80119427,13016784.84405232,7646888.010330554,172.02071792,109020.84986958982,58259617.13756048,1714975.3997962247,170272434.61949107
,21/10/2022,1666310400,20464370.115325566,5030149.321708364,3352519.731171612,20464370.115325566,3352519.731171612,5030149.321708364,164.40024628453557,12334003.599773452,7651378.702882073,0.5547530536345664,478822.8576707026,5030149.321708364,1674951.4020211177,1677568.3291504944,164.40024628453557,12334003.599773452,7651378.702882073,0.5547530536345664,478822.8576707026,1674951.4020211177,1677568.3291504944,5030149.321708364,4250.80119427,12334003.599773452,7651378.702882073,172.02071792,109320.28713942983,170924392.21560585,56914821.42400997,1677568.3291504944,4250.80119427,12334003.599773452,7651378.702882073,172.02071792,109320.28713942983,56914821.42400997,1677568.3291504944,170924392.21560585
,22/10/2022,1666396800,20889030.04573176,5001182.544072088,3347395.3333361223,20889030.04573176,3347395.3333361223,5001182.544072088,158.0726311507811,12799248.583300557,7611480.802533941,0.49453032049795365,478142.0927357933,5001182.544072088,1671448.063453954,1675947.2698821684,158.0726311507811,12799248.583300557,7611480.802533941,0.49453032049795365,478142.0927357933,1671448.063453954,1675947.2698821684,5001182.544072088,4250.80119427,12801232.774380587,7614419.968641837,172.02071792,109414.66652992982,170395604.0176627,56948011.764531955,1676594.4353342075,4250.80119427,12801232.774380587,7614419.968641837,172.02071792,109414.66652992982,56948011.764531955,1676594.4353342075,170395604.0176627
,23/10/2022,1666483200,20396822.408233386,5073410.779778827,3372201.209467512,20396822.408233386,3372201.209467512,5073410.779778827,157.3623647792305,12791729.193903688,7126069.543844718,0.48265917075429443,478865.8254610294,5073410.779778827,1690387.3327530776,1681813.8767144345,157.3623647792305,12791729.193903688,7126069.543844718,0.48265917075429443,478865.8254610294,1690387.3327530776,1681813.8767144345,5073410.779778827,4250.80119427,12791729.193903688,7126069.543844718,172.02071792,109081.05363576981,170391458.2043688,56771977.48425703,1681813.8767144345,4250.80119427,12791729.193903688,7126069.543844718,172.02071792,109081.05363576981,56771977.48425703,1681813.8767144345,170391458.2043688
,24/10/2022,1666569600,20913575.564541183,5072523.072478506,3370431.044111088,20913575.564541183,3370431.044111088,5072523.072478506,153.04797159909424,12809935.516514856,7616519.887238683,0.3784765431532256,486966.7343395,5072523.072478506,1689052.6377809632,1681378.406330125,153.04797159909424,12809935.516514856,7616519.887238683,0.3784765431532256,486966.7343395,1689052.6377809632,1681378.406330125,5072523.072478506,4250.80119427,12809935.516514856,7623838.772460245,172.02071792,108697.93177220982,170377208.63710293,56732334.097722456,1682994.0806475466,4250.80119427,12809935.516514856,7623838.772460245,172.02071792,108697.93177220982,56732334.097722456,1682994.0806475466,170377208.63710293
,25/10/2022,1666656000,20970737.938937772,5052077.158740708,3368378.4171609026,20970737.938937772,3368378.4171609026,5052077.158740708,153.43674987632218,12848569.48626192,7621531.735199247,0.4578864671666352,500482.82284026325,5052077.158740708,1680932.5616845589,1687445.8554763438,153.43674987632218,12848569.48626192,7621531.735199247,0.4578864671666352,500482.82284026325,1680932.5616845589,1687445.8554763438,5052077.158740708,4250.80119427,12855254.218455516,7625138.42567459,172.02071792,113746.09610005982,169982102.31342065,56556628.43309509,1688244.3950752143,4250.80119427,12855254.218455516,7625138.42567459,172.02071792,113746.09610005982,56556628.43309509,1688244.3950752143,169982102.31342065
,26/10/2022,1666742400,21002939.82649773,5062487.412272816,3373180.4936337993,21002939.82649773,3373180.4936337993,5062487.412272816,206.40895089425072,12837954.381169882,7651820.552496751,0.3519647101073953,512958.1319154934,5062487.412272816,1683419.0998104215,1689761.393823378,206.40895089425072,12837954.381169882,7651820.552496751,0.3519647101073953,512958.1319154934,1683419.0998104215,1689761.393823378,5062487.412272816,5509.14697319,12825129.251917966,7644176.376120631,172.02071792,115013.03406176982,170098918.42935446,56562662.74300002,1688073.3205028754,5509.14697319,12825129.251917966,7644176.376120631,172.02071792,115013.03406176982,56562662.74300002,1688073.3205028754,170098918.42935446
,27/10/2022,1666828800,21305485.661651716,5287452.299288567,3397620.682735958,21305485.661651716,3397620.682735958,5287452.299288567,223.29018923243896,12984240.832455464,7802222.695630335,0.35350257532560003,518798.48987410974,5287452.299288567,1692756.5782773655,1704864.1044585928,223.29018923243896,12984240.832455464,7802222.695630335,0.35350257532560003,518798.48987410974,1692756.5782773655,1704864.1044585928,5287452.299288567,5509.14697319,12984240.832455464,7803440.03227537,172.02071792,115032.92458405982,174915437.73048744,55998473.57495531,1705130.1047549348,5509.14697319,12984240.832455464,7803440.03227537,172.02071792,115032.92458405982,55998473.57495531,1705130.1047549348,174915437.73048744
,28/10/2022,1666915200,20235845.388537392,5331696.169685091,3412208.274279284,20235845.388537392,3412208.274279284,5331696.169685091,214.9657579730094,12880477.618785318,6841642.501723822,0.30970266012880965,513509.99256762024,5331696.169685091,1700912.965355161,1711295.3089241227,214.9657579730094,12880477.618785318,6841642.501723822,0.30970266012880965,513509.99256762024,1700912.965355161,1711295.3089241227,5331696.169685091,5509.14697319,12867610.008776544,6834807.694029793,172.02071792,115395.50394777983,175100377.1074768,55860366.41661752,1709585.723200922,5509.14697319,12867610.008776544,6834807.694029793,172.02071792,115395.50394777983,55860366.41661752,1709585.723200922,175100377.1074768
,29/10/2022,1667001600,21416246.821958322,5362048.871594494,3420241.1714497805,21416246.821958322,3420241.1714497805,5362048.871594494,207.95867393780907,12828560.090843268,8062468.329847024,0.6520118473393552,525009.7905822444,5362048.871594494,1706418.902326839,1713822.2691229417,207.95867393780907,12828560.090843268,8062468.329847024,0.6520118473393552,525009.7905822444,1706418.902326839,1713822.2691229417,5362048.871594494,5509.14697319,12831703.858288549,8066864.7711473,172.02071792,116410.15312244889,175001023.8737633,55692341.1583787,1714756.8115852557,5509.14697319,12831703.858288549,8066864.7711473,172.02071792,116410.15312244889,55692341.1583787,1714756.8115852557,175001023.8737633
,30/10/2022,1667088000,21691040.798422508,5325887.446535934,3421641.480771321,21691040.798422508,3421641.480771321,5325887.446535934,203.81122282198245,13126951.15591474,8026615.365799094,0.7011770887280704,537269.7643087654,5325887.446535934,1705262.1923208302,1716379.288450491,203.81122282198245,13126951.15591474,8026615.365799094,0.7011770887280704,537269.7643087654,1705262.1923208302,1716379.288450491,5325887.446535934,5509.14697319,13126951.15591474,8031803.911125681,172.02071792,116292.15677678904,173662748.89668134,55603976.404088765,1717488.7862063802,5509.14697319,13126951.15591474,8031803.911125681,172.02071792,116292.15677678904,55603976.404088765,1717488.7862063802,173662748.89668134
,31/10/2022,1667174400,21077461.46706761,5334318.149888502,3424419.883897227,21077461.46706761,3424419.883897227,5334318.149888502,205.11821284990205,12988129.78358236,7538527.372729759,0.5691804312465168,550598.6233622079,5334318.149888502,1705957.5499417866,1718462.3339554402,205.11821284990205,12988129.78358236,7538527.372729759,0.5691804312465168,550598.6233622079,1705957.5499417866,1718462.3339554402,5334318.149888502,5509.14697319,12988129.78358236,7540676.465522433,172.02071792,116899.92003443904,173719397.37516665,55556850.79070459,1718952.2353425128,5509.14697319,12988129.78358236,7540676.465522433,172.02071792,116899.92003443904,55556850.79070459,1718952.2353425128,173719397.37516665
,01/11/2022,1667260800,21109917.573783398,5470123.366601969,3464500.608578491,21109917.573783398,3464500.608578491,5470123.366601969,201.302908205089,13022985.62761954,7529427.835988442,0.5649057164062048,557302.2423614921,5470123.366601969,1734109.483422515,1730391.1251559758,201.302908205089,13022985.62761954,7529427.835988442,0.5649057164062048,557302.2423614921,1734109.483422515,1730391.1251559758,5470123.366601969,5509.14697319,13022985.62761954,7529427.835988442,172.02071792,117574.312734492,174098523.1113591,55191789.97324974,1730391.1251559758,5509.14697319,13022985.62761954,7529427.835988442,172.02071792,117574.312734492,55191789.97324974,1730391.1251559758,174098523.1113591
,02/11/2022,1667347200,20974466.72746782,5511351.383067945,3485333.8032400683,20974466.72746782,3485333.8032400683,5511351.383067945,196.54746762930114,12945861.87858399,7493281.51493006,0.5681878717041184,535126.2182982696,5511351.383067945,1740965.4183314403,1744368.3849086277,196.54746762930114,12945861.87858399,7493281.51493006,0.5681878717041184,535126.2182982696,1740965.4183314403,1744368.3849086277,5511351.383067945,5509.14697319,12949941.11003365,7493281.51493006,172.02071792,116585.23274472104,173320676.051193,54749785.00082206,1744368.3849086277,5509.14697319,12949941.11003365,7493281.51493006,172.02071792,116585.23274472104,54749785.00082206,1744368.3849086277,173320676.051193
